2				0				1
4				1				2
6				3				3
9				6				4
14				10				5
16				15				6
20				21				7
17				28				8
32				36				9
34				45				10
37				55				11
35				66				12
41				78				13
45				91				14
59				105				15
79				120				16
61				136				17
72				153				18
66				171				19
85				190				20
98				210				21
87				231				22
93				253				23
92				276				24
102				300				25
114				325				26
112				351				27
125				378				28
161				406				29
150				435				30
163				465				31
197				496				32
152				528				33
166				561				34
171				595				35
183				630				36
181				666				37
179				703				38
181				741				39
237				780				40
218				820				41
205				861				42
205				903				43
242				946				44
212				990				45
244				1035				46
233				1081				47
256				1128				48
264				1176				49
280				1225				50
303				1275				51
264				1326				52
301				1378				53
341				1431				54
298				1485				55
382				1540				56
339				1596				57
350				1653				58
293				1711				59
358				1770				60
355				1830				61
399				1891				62
392				1953				63
436				2016				64
347				2080				65
364				2145				66
338				2211				67
389				2278				68
480				2346				69
461				2415				70
410				2485				71
448				2556				72
560				2628				73
460				2701				74
446				2775				75
456				2850				76
445				2926				77
612				3003				78
504				3081				79
468				3160				80
555				3240				81
642				3321				82
462				3403				83
492				3486				84
448				3570				85
644				3655				86
533				3741				87
532				3828				88
705				3916				89
604				4005				90
661				4095				91
591				4186				92
608				4278				93
736				4371				94
714				4465				95
613				4560				96
641				4656				97
639				4753				98
658				4851				99
635				4950				100
655				5050				101
778				5151				102
609				5253				103
651				5356				104
641				5460				105
990				5565				106
668				5671				107
674				5778				108
796				5886				109
636				5995				110
778				6105				111
929				6216				112
656				6328				113
900				6441				114
752				6555				115
782				6670				116
739				6786				117
805				6903				118
874				7021				119
809				7140				120
899				7260				121
890				7381				122
839				7503				123
940				7626				124
836				7750				125
762				7875				126
989				8001				127
978				8128				128
915				8256				129
999				8385				130
943				8515				131
1032				8646				132
963				8778				133
894				8911				134
1042				9045				135
891				9180				136
951				9316				137
948				9453				138
1271				9591				139
1132				9730				140
942				9870				141
1090				10011				142
1097				10153				143
887				10296				144
1005				10440				145
1236				10585				146
1020				10731				147
1091				10878				148
1279				11026				149
1075				11175				150
1039				11325				151
1086				11476				152
1098				11628				153
1146				11781				154
1120				11935				155
1175				12090				156
1273				12246				157
1293				12403				158
1173				12561				159
1080				12720				160
1203				12880				161
1158				13041				162
1124				13203				163
1196				13366				164
1446				13530				165
1092				13695				166
1209				13861				167
1180				14028				168
1241				14196				169
1314				14365				170
1387				14535				171
1172				14706				172
1517				14878				173
1302				15051				174
1319				15225				175
1468				15400				176
1412				15576				177
1498				15753				178
1275				15931				179
1465				16110				180
1285				16290				181
1293				16471				182
1540				16653				183
1295				16836				184
1513				17020				185
1358				17205				186
1315				17391				187
1380				17578				188
1455				17766				189
1455				17955				190
1470				18145				191
1439				18336				192
1373				18528				193
1576				18721				194
1768				18915				195
1794				19110				196
1590				19306				197
1646				19503				198
1489				19701				199
1649				19900				200
1553				20100				201
1611				20301				202
1551				20503				203
1483				20706				204
1791				20910				205
1813				21115				206
1631				21321				207
1786				21528				208
1462				21736				209
1606				21945				210
1656				22155				211
1786				22366				212
1514				22578				213
1728				22791				214
1913				23005				215
1772				23220				216
1745				23436				217
1591				23653				218
1590				23871				219
1846				24090				220
1644				24310				221
1694				24531				222
1775				24753				223
1758				24976				224
1872				25200				225
1779				25425				226
1789				25651				227
2018				25878				228
1784				26106				229
1723				26335				230
1846				26565				231
2008				26796				232
2010				27028				233
1763				27261				234
1906				27495				235
1913				27730				236
2169				27966				237
2002				28203				238
2086				28441				239
2111				28680				240
2186				28920				241
1968				29161				242
1984				29403				243
1884				29646				244
2045				29890				245
2003				30135				246
1930				30381				247
1943				30628				248
1892				30876				249
2072				31125				250
2053				31375				251
1800				31626				252
2094				31878				253
2122				32131				254
1883				32385				255
1982				32640				256
2323				32896				257
2074				33153				258
2194				33411				259
2085				33670				260
2134				33930				261
2109				34191				262
2228				34453				263
2203				34716				264
2341				34980				265
2340				35245				266
2401				35511				267
2455				35778				268
2315				36046				269
2189				36315				270
2188				36585				271
2363				36856				272
2140				37128				273
2176				37401				274
2304				37675				275
2260				37950				276
2477				38226				277
2587				38503				278
2224				38781				279
2568				39060				280
2242				39340				281
2435				39621				282
2636				39903				283
2386				40186				284
2293				40470				285
2664				40755				286
2626				41041				287
2481				41328				288
2360				41616				289
2393				41905				290
2465				42195				291
2415				42486				292
2718				42778				293
2436				43071				294
2337				43365				295
2415				43660				296
2388				43956				297
2741				44253				298
2446				44551				299
2629				44850				300
2471				45150				301
2588				45451				302
2550				45753				303
2825				46056				304
2665				46360				305
2962				46665				306
2542				46971				307
2388				47278				308
2725				47586				309
2601				47895				310
2510				48205				311
2432				48516				312
2549				48828				313
2584				49141				314
2951				49455				315
2806				49770				316
2734				50086				317
3012				50403				318
2732				50721				319
2830				51040				320
2821				51360				321
3121				51681				322
2518				52003				323
2605				52326				324
2716				52650				325
2925				52975				326
3380				53301				327
3026				53628				328
2710				53956				329
3190				54285				330
2691				54615				331
2601				54946				332
2955				55278				333
3144				55611				334
3023				55945				335
3018				56280				336
3215				56616				337
3080				56953				338
2686				57291				339
2831				57630				340
3005				57970				341
3353				58311				342
3171				58653				343
3309				58996				344
3051				59340				345
3097				59685				346
3401				60031				347
3030				60378				348
2903				60726				349
3112				61075				350
2806				61425				351
2931				61776				352
3126				62128				353
3250				62481				354
2847				62835				355
3095				63190				356
3401				63546				357
3327				63903				358
3261				64261				359
3016				64620				360
2856				64980				361
3513				65341				362
2881				65703				363
3352				66066				364
3226				66430				365
3240				66795				366
3278				67161				367
3288				67528				368
3231				67896				369
3332				68265				370
3557				68635				371
3581				69006				372
3429				69378				373
3263				69751				374
3156				70125				375
3608				70500				376
4111				70876				377
2954				71253				378
3191				71631				379
3592				72010				380
3498				72390				381
3581				72771				382
3393				73153				383
3521				73536				384
3485				73920				385
3760				74305				386
3494				74691				387
3514				75078				388
3342				75466				389
3456				75855				390
3545				76245				391
3683				76636				392
3805				77028				393
3436				77421				394
3140				77815				395
3690				78210				396
3594				78606				397
3825				79003				398
3924				79401				399
3374				79800				400
3637				80200				401
3600				80601				402
4130				81003				403
3325				81406				404
3427				81810				405
3548				82215				406
3858				82621				407
3814				83028				408
4371				83436				409
3865				83845				410
3554				84255				411
4011				84666				412
3359				85078				413
3569				85491				414
3688				85905				415
3405				86320				416
4057				86736				417
3871				87153				418
3983				87571				419
3729				87990				420
3608				88410				421
3900				88831				422
3937				89253				423
4630				89676				424
3728				90100				425
3742				90525				426
4765				90951				427
4649				91378				428
3818				91806				429
4530				92235				430
